year,artist,genre,type,debut_year
2015,水森かおり,演歌,不明,1995
2015,氷川きよし,演歌[7][8]J-POP[7][8]ロック[8],不明,2000
2015,浜田ばみゅばみゅ,ロック/バンド,バンド,
2015,石川さゆり,演歌・歌謡曲・J-POP,不明,1973
2015,福山雅治,音楽ラジオ,不明,2014
2015,秦基博,音楽,男性ソロ,2018
2015,稲葉浩志,ロックハードロックフォークロックブルースロックJ-POP,不明,1985
2015,細川たかし,民謡・演歌・歌謡曲,不明,1975
2015,美輪明宏,シャンソン,不明,1952
2015,藤あや子,演歌,不明,1987
2015,西内まりや,ファッション,不明,2006
2015,西野カナ,音楽,女性ソロ,2012
2015,近藤真彦,不明,不明,1977
2015,郷ひろみ,ポップス[2]R&B[3]ソウル[3]ディスコ[3]ラテン[3],男性ソロ,1971
2015,関ジャニ∞,ロック[1]ポップ・ロック[2]J-POP[2]演歌[2],男性グループ,2002
2015,髙橋真梨子,J-POP歌謡曲ポップジャズ,女性ソロ,1966
2016,AAA,不明,不明,
2016,AI,不明,不明,
2016,AKB48,J-POP,女性グループ,2005
2016,DAIGO,J-POPロック歌謡曲,男性ソロ,1997
2016,E-girls,J-POP[1]EDM[2],グループ,2011
2016,EXILE THE SECOND,J-POP[1]R&B[1]ヒップホップ[1]ダンス[1],グループ,2012
2016,GENERATIONS,J-POP,不明,
2016,GENERATIONS from EXILE TRIBE,J-POP[1],グループ,2011
2016,HKT48,J-POP,女性グループ,2011
2016,Hey! Say! JUMP,音楽,男性グループ,2022
2016,JUJU,音楽,不明,2012
2016,JUJU×沢村一樹,不明,不明,
2016,KinKi Kids,音楽,男性グループ,2022
2016,Kis-My-Ft2,音楽,男性グループ,2022
2016,L'Arc〜en〜Ciel,音楽,バンド,2019
2016,NEWS,不明,不明,
2016,NMB48,J-POP,女性グループ,2010
2016,PUFFY,オルタナティヴ・ロック[1]インディー・ロック[1]渋谷系[1]J-POP[1],不明,1995
2016,Perfume,音楽,女性グループ,2006
2016,RADIO FISH,J-POP、EDM,不明,2014
2016,RADWIMPS,音楽,バンド,2009
2016,SEKAI NO OWARI,音楽,男女混合バンド,2019
2016,SKE48,J-POP,女性グループ,2008
2016,Sexy Zone,J-POP,男性グループ,2011
2016,THE YELLOW MONKEY,ロック[1]ポップ・ロック[2]グラムロック[2][1][3]ハードロック[2][3]ディスコ[2]プログレッシブ・ロック[2],バンド,1988
2016,TOKIO,パワー・ポップ[1]ロック[2],男性グループ,1990
2016,V6,不明,不明,
2016,X JAPAN,音楽,バンド,2010
2016,aiko,音楽,不明,2013
2016,back number,音楽,バンド,2020
2016,miwa,音楽,不明,2017
2016,,,,
2016,いきものがかり,ポップ・ロック[1][2]J-POP[3],グループ,1999
2016,きゃりーぱみゅぱみゅ,J-POP[3][4]エレクトロ・ポップ[5]バブルガム・ポップ[6]ダブステップ[7],女性ソロ,2009
2016,ゆず,不明,不明,
2016,コブクロ,音楽,不明,2014
2016,ゴールデンボンバー,ロック/バンド,バンド,
2016,ジャニーズWEST,音楽エンターテインメント,男性グループ,2022
2016,スキマスイッチ×奥田民生,不明,不明,
2016,スティング,不明,不明,
2016,ピコ太郎,不明,不明,
2016,ポルノグラフィティ,音楽,バンド,2012
2016,三代目 J Soul Brothers,J-POP[1]EDM[2],グループ,2010
2016,三代目 J Soul Brothers from EXILE TRIBE,J-POP[1]EDM[2],グループ,2010
2016,三山ひろし,演歌,不明,2009
2016,上白石萌音,映画・舞台・テレビドラマ・CM,不明,2011
2016,乃木坂46,J-POP,女性グループ,2011
2016,五木ひろし,演歌歌謡曲,不明,1964
2016,坂本冬美,演歌・歌謡曲・J-POP,不明,1987
2016,大竹しのぶ,不明,不明,1973
2016,大黒摩季,ロック[1]ポップ・ロック[2]J-POP[2],不明,1989
2016,天童よしみ,演歌・歌謡曲アニメソング,不明,1970
2016,宇多田ヒカル,音楽,不明,2010
2016,家入レオ,ポップス[2]ロック[2],女性ソロ,2012
2016,小室哲哉+HYDE,不明,不明,
2016,山内惠介,演歌,不明,2001
2016,島津亜矢,演歌、J-POPなど,不明,1986
2016,嵐,不明,不明,
2016,市川由紀乃,演歌,不明,1993
2016,平井堅,音楽,不明,2014
2016,星野源,音楽,バンド,2015
2016,松下奈緒,テレビドラマ・映画・CM,不明,2004
2016,松田聖子,歌謡曲[2]ポップ[3]J-POP[3]ジャズ[3],不明,1979
2016,桐谷健太,映画・テレビドラマ・舞台,不明,2002
2016,桑田佳祐,音楽,バンド,2012
2016,森山良子×森山直太朗,不明,不明,
2016,椎名林檎,音楽,バンド,2013
2016,欅坂46,J-POP,女性グループ,2015
2016,水森かおり,演歌,不明,1995
2016,氷川きよし,演歌[7][8]J-POP[7][8]ロック[8],不明,2000
2016,渡辺直美,不明,不明,
2016,石川さゆり,演歌・歌謡曲・J-POP,不明,1973
2016,福山雅治,音楽ラジオ,不明,2014
2016,福田こうへい,演歌、民謡,不明,2012
2016,秦基博,音楽,男性ソロ,2018
2016,絢香,J-POP[2],女性ソロ,2006
2016,藤原さくら,カントリー[1]ブルース[1]フォーク[1]ジャズ[1],不明,2015
2016,西内まりや,ファッション,不明,2006
2016,西野カナ,音楽,女性ソロ,2012
2016,郷ひろみ,ポップス[2]R&B[3]ソウル[3]ディスコ[3]ラテン[3],男性ソロ,1971
2016,関ジャニ∞,ロック[1]ポップ・ロック[2]J-POP[2]演歌[2],男性グループ,2002
2016,香西かおり,演歌・歌謡曲・民謡,不明,1988
2016,髙橋真梨子,J-POP歌謡曲ポップジャズ,女性ソロ,1966
2016,［Alexandros］,音楽,バンド,2014
2017,AI × 渡辺直美,不明,不明,
2017,AI×渡辺直美,不明,不明,
2017,AKB48,J-POP,女性グループ,2005
2017,BTS,不明,不明,
2017,B’z,音楽,不明,2005
2017,DAOKO,J-POPヒップホップエレクトロ・ポップR&Bオルタナティヴ,不明,2011
2017,DEAN FUJIOKA,映画、テレビドラマ,不明,2004
2017,E-girls,J-POP[1]EDM[2],グループ,2011
2017,EXILE THE SECOND,J-POP[1]R&B[1]ヒップホップ[1]ダンス[1],グループ,2012
2017,GENERATIONS,J-POP,不明,
2017,GENERATIONS from EXILE TRIBE,J-POP[1],グループ,2011
2017,HIKAKIN & SEIKIN,エレクトロニカ、J-POP,グループ,2015
2017,Hey! Say! JUMP,音楽,男性グループ,2022
2017,KinKi Kids,音楽,男性グループ,2022
2017,Kis-My-Ft2,音楽,男性グループ,2022
2017,LUNA SEA,ヴィジュアル系[1]ハードロック[1],バンド,1989
2017,Little Glee Monster,音楽,グループ,2013
2017,MIGHTY WARRIORS,J-POP,不明,
2017,NEWS,不明,不明,
2017,NGT48,J-POP,女性グループ,2015
2017,Perfume,音楽,女性グループ,2006
2017,RADIO FISH,J-POP、EDM,不明,2014
2017,SEKAI NO OWARI,音楽,男女混合バンド,2019
2017,SHISHAMO,音楽,バンド,2013
2017,Sexy Zone,J-POP,男性グループ,2011
2017,SixTONES,音楽エンターテインメント,男性グループ,2019
2017,Snow Man,音楽エンターテインメント,男性グループ,2019
2017,Superfly,J-POP[1]ロック[2],不明,2003
2017,TAKAHIRO,不明,不明,
2017,THE YELLOW MONKEY,ロック[1]ポップ・ロック[2]グラムロック[2][1][3]ハードロック[2][3]ディスコ[2]プログレッシブ・ロック[2],バンド,1988
2017,TOKIO,パワー・ポップ[1]ロック[2],男性グループ,1990
2017,TWICE,J-POP,グループ,2007
2017,WANIMA,音楽,バンド,2010
2017,X JAPAN,音楽,バンド,2010
2017,aiko,音楽,不明,2013
2017,back number,音楽,バンド,2020
2017,,,,
2017,きゃりーぱみゅぱみゅ,J-POP[3][4]エレクトロ・ポップ[5]バブルガム・ポップ[6]ダブステップ[7],女性ソロ,2009
2017,どうぶつビスケッツ×PPP,不明,不明,
2017,ゆず,不明,不明,
2017,エレファントカシマシ,オルタナティヴ・ロック[1][2]ブルースロック[1]ポップ・ロック[2],バンド,1981
2017,オースティン・マホーン,不明,不明,2012
2017,ゲスの極み乙女。,J-POP[1]ポップ・ロック[2]プログレッシブ・ロック[3][2]ヒップホップ[3][2]ジャズ[4]ファンク[4],男女混合バンド,2012
2017,ゴールデンボンバー,ロック/バンド,バンド,
2017,ジャニーズWEST,音楽エンターテインメント,男性グループ,2022
2017,スチャダラパー,ヒップホップ,グループ,1988
2017,トータス松本,ロックJ-POP,バンド,1988
2017,ブルゾンちえみ with B,不明,不明,
2017,ポルノグラフィティ,音楽,バンド,2012
2017,モーニング娘。'17,不明,不明,
2017,三代目 J Soul Brothers,J-POP[1]EDM[2],グループ,2010
2017,三代目 J Soul Brothers from EXILE TRIBE,J-POP[1]EDM[2],グループ,2010
2017,三山ひろし,演歌,不明,2009
2017,三浦大知,音楽ゲーム実況,不明,2012
2017,丘みどり,演歌,不明,2002
2017,中丸雄一,バラエティ番組・情報番組・テレビドラマ・映画・CM,男性グループ,1998
2017,乃木坂46,J-POP,女性グループ,2011
2017,亀と山P,J-POP,男性グループ,2005
2017,五木ひろし,演歌歌謡曲,不明,1964
2017,修二と彰,J-POP,男性グループ,2005
2017,倉木麻衣,J-POP,女性ソロ,1999
2017,坂本冬美,演歌・歌謡曲・J-POP,不明,1987
2017,堺正章,テレビ番組映画,不明,1952
2017,増田恵子,歌手：歌謡曲・J-POP女優：テレビドラマ・映画・舞台,不明,1976
2017,天童よしみ,演歌・歌謡曲アニメソング,不明,1970
2017,安室奈美恵,J-POP[1][2]ダンス・ポップ[1]R&B[1][3]ディスコ[1],不明,1992
2017,小沢健二,J-POP[2]ポップス[3]ジャズ[3]ソウル[3]R&B[3]アンビエント[3]渋谷系[2],不明,1989
2017,山内惠介,演歌,不明,2001
2017,岡崎体育,音楽,男性ソロ,2010
2017,島津亜矢,演歌、J-POPなど,不明,1986
2017,嵐,不明,不明,
2017,市川由紀乃,演歌,不明,1993
2017,平井堅,音楽,不明,2014
2017,昆夏美 & 山崎育三郎,不明,不明,
2017,星野源,音楽,バンド,2015
2017,松たか子,舞台、映画、テレビドラマ、CM、J-POP,不明,1993
2017,松田聖子,歌謡曲[2]ポップ[3]J-POP[3]ジャズ[3],不明,1979
2017,桑田佳祐,音楽,バンド,2012
2017,梅沢富美男,俳優、演歌,不明,1952
2017,椎名林檎,音楽,バンド,2013
2017,椎名林檎と松崎ナオ,不明,不明,
2017,欅坂46,J-POP,女性グループ,2015
2017,水森かおり,演歌,不明,1995
2017,氷川きよし,演歌[7][8]J-POP[7][8]ロック[8],不明,2000
2017,石川さゆり,演歌・歌謡曲・J-POP,不明,1973
2017,福山雅治,音楽ラジオ,不明,2014
2017,福田こうへい,演歌、民謡,不明,2012
2017,竹原ピストル,不明,不明,1999
2017,荻野目洋子,J-POP,不明,1979
2017,荻野目洋子×登美丘高校ダンス部,不明,不明,
2017,西野カナ,音楽,女性ソロ,2012
2017,郷ひろみ,ポップス[2]R&B[3]ソウル[3]ディスコ[3]ラテン[3],男性ソロ,1971
2017,関ジャニ∞,ロック[1]ポップ・ロック[2]J-POP[2]演歌[2],男性グループ,2002
2017,高橋優,音楽,不明,2008
2017,髙橋真梨子,J-POP歌謡曲ポップジャズ,女性ソロ,1966
2018,AAA,不明,不明,
2018,AKB48,J-POP,女性グループ,2005
2018,Aqours,J-POPアニメソングゲームソング,グループ,2015
2018,B.B.クィーンズ,コミックソング[1]ポップ・ロック[1]J-POP[2],バンド,1990
2018,Boyz II Men,R&B[1]ニュージャックスウィング[1],グループ,1987
2018,CHEMISTRY,J-POP[1]R&B[1],不明,2001
2018,DA PUMP,J-POP[1]ダンス・ポップ[1]ヒップホップ[1],グループ,1996
2018,DAOKO,J-POPヒップホップエレクトロ・ポップR&Bオルタナティヴ,不明,2011
2018,E-girls,J-POP[1]EDM[2],グループ,2011
2018,EXILE,J-POP[1]ダンス・ポップ[1]R&B[1]ヒップホップ[2],グループ,2001
2018,EXILE ATSUSHI,J-POP[3][4]エレクトロニカ[3]ダンス・ポップ[3]R&B[5],不明,2001
2018,GENERATIONS,J-POP,不明,
2018,GENERATIONS from EXILE TRIBE,J-POP[1],グループ,2011
2018,HIKAKIN & SEIKIN,エレクトロニカ、J-POP,グループ,2015
2018,Hey! Say! JUMP,音楽,男性グループ,2022
2018,KAT-TUN,J-POP[1],男性グループ,2001
2018,KICK THE CAN CREW,ヒップホップ[1],グループ,1997
2018,KinKi Kids,音楽,男性グループ,2022
2018,King & Prince,音楽エンターテインメント,男性グループ,2021
2018,Kiroro,ポップ[1],グループ,1995
2018,Kis-My-Ft2,音楽,男性グループ,2022
2018,Little Glee Monster,音楽,グループ,2013
2018,MISIA,R&B[1]J-POP[1]ソウル[1]ジャズ,女性ソロ,1998
2018,May J.,J-POPR&B,女性ソロ,2004
2018,NEWS,不明,不明,
2018,Perfume,音楽,女性グループ,2006
2018,SEKAI NO OWARI,音楽,男女混合バンド,2019
2018,Sexy Zone,J-POP,男性グループ,2011
2018,Suchmos,ロック[1][2]ジャズ[1]ソウル[2]アシッドジャズ[2]ヒップホップ[1][2],バンド,2013
2018,Superfly,J-POP[1]ロック[2],不明,2003
2018,TWICE,J-POP,グループ,2007
2018,WANIMA,音楽,バンド,2010
2018,YOSHIKI feat. HYDE,不明,不明,
2018,YOSHIKI feat. サラ・ブライトマン,不明,不明,
2018,aiko,音楽,不明,2013
2018,,,,
2018,あいみょん,音楽,不明,2014
2018,いきものがかり,ポップ・ロック[1][2]J-POP[3],グループ,1999
2018,ゆず,不明,不明,
2018,キアラ・セトル,不明,不明,
2018,コブクロ,音楽,不明,2014
2018,ゴールデンボンバー,ロック/バンド,バンド,
2018,サザンオールスターズ,音楽,バンド,2013
2018,ジャニーズWEST,音楽エンターテインメント,男性グループ,2022
2018,スガシカオ,音楽,不明,2019
2018,スキマスイッチ,音楽,不明,2019
2018,ポルノグラフィティ,音楽,バンド,2012
2018,三代目 J Soul Brothers,J-POP[1]EDM[2],グループ,2010
2018,三山ひろし,演歌,不明,2009
2018,三浦大知,音楽ゲーム実況,不明,2012
2018,丘みどり,演歌,不明,2002
2018,乃木坂46,J-POP,女性グループ,2011
2018,五木ひろし,演歌歌謡曲,不明,1964
2018,刀剣男士,不明,不明,
2018,北島三郎,演歌・歌謡曲,不明,1962
2018,北島兄弟,不明,不明,
2018,和楽器バンド,音楽,バンド,2019
2018,坂本冬美,演歌・歌謡曲・J-POP,不明,1987
2018,天童よしみ,演歌・歌謡曲アニメソング,不明,1970
2018,宮本浩次,不明,不明,
2018,山内惠介,演歌,不明,2001
2018,島津亜矢,演歌、J-POPなど,不明,1986
2018,嵐,不明,不明,
2018,嶋大輔,映画・テレビドラマ,不明,1981
2018,平井堅,音楽,不明,2014
2018,広瀬香美,J-POP[2],不明,1992
2018,星野源,音楽,バンド,2015
2018,東京スカパラダイスオーケストラ feat.さかなクン,不明,不明,
2018,松任谷由実,音楽,不明,2012
2018,松田聖子,歌謡曲[2]ポップ[3]J-POP[3]ジャズ[3],不明,1979
2018,椎名林檎,音楽,バンド,2013
2018,欅坂46,J-POP,女性グループ,2015
2018,武田真治,舞台映画テレビドラマナレーター,不明,1990
2018,水森かおり,演歌,不明,1995
2018,氷川きよし,演歌[7][8]J-POP[7][8]ロック[8],不明,2000
2018,石川さゆり,演歌・歌謡曲・J-POP,不明,1973
2018,福山雅治,音楽ラジオ,不明,2014
2018,米津玄師,音楽,不明,2010
2018,純烈,ムード歌謡[1],グループ,2007
2018,菅田将暉,テレビドラマ・映画・舞台・CM,不明,2009
2018,西野カナ,音楽,女性ソロ,2012
2018,郷ひろみ,ポップス[2]R&B[3]ソウル[3]ディスコ[3]ラテン[3],男性ソロ,1971
2018,関ジャニ∞,ロック[1]ポップ・ロック[2]J-POP[2]演歌[2],男性グループ,2002
2018,青山テルマ,J-POP[1]R&B[1],女性ソロ,2006
2018,高橋洋子,不明,不明,
2019,A.B.C-Z,音楽エンターテインメント,男性グループ,2024
2019,AI,不明,不明,
2019,AI美空ひばり,歌謡曲・演歌・ジャズ,不明,1947
2019,AKB48,J-POP,女性グループ,2005
2019,BABYMETAL,音楽,グループ,2012
2019,BARBEE BOYS,ロック[1],バンド,1982
2019,BLUE ENCOUNT,音楽,バンド,2014
2019,CHEMISTRY,J-POP[1]R&B[1],不明,2001
2019,DA PUMP,J-POP[1]ダンス・ポップ[1]ヒップホップ[1],グループ,1996
2019,DEAN FUJIOKA,映画、テレビドラマ,不明,2004
2019,DJ松永（Creepy Nuts）,不明,不明,
2019,E-girls,J-POP[1]EDM[2],グループ,2011
2019,EXILE,J-POP[1]ダンス・ポップ[1]R&B[1]ヒップホップ[2],グループ,2001
2019,Foorin,J-POP,不明,
2019,GENERATIONS,J-POP,不明,
2019,GENERATIONS from EXILE TRIBE,J-POP[1],グループ,2011
2019,HIKAKIN & SEIKIN,エレクトロニカ、J-POP,グループ,2015
2019,Hey! Say! JUMP,音楽,男性グループ,2022
2019,KAT-TUN,J-POP[1],男性グループ,2001
2019,KREVA,ヒップホップ・ポップ・ラップ[1],不明,1997
2019,KinKi Kids,音楽,男性グループ,2022
2019,King & Prince,音楽エンターテインメント,男性グループ,2021
2019,King Gnu,音楽,バンド,2018
2019,Kis-My-Ft2,音楽,男性グループ,2022
2019,LUNA SEA,ヴィジュアル系[1]ハードロック[1],バンド,1989
2019,LiSA,音楽,女性ソロ,2016
2019,Little Glee Monster,音楽,グループ,2013
2019,MAN WITH A MISSION,音楽,バンド,2019
2019,MISIA,R&B[1]J-POP[1]ソウル[1]ジャズ,女性ソロ,1998
2019,MIYAVI,ロックミクスチャー・ロックオルタナティブ・ロックデジタルロック[2],不明,1999
2019,Matt,不明,不明,
2019,NEWS,不明,不明,
2019,Official髭男dism,音楽,バンド,2012
2019,Perfume,音楽,女性グループ,2006
2019,RADWIMPS,音楽,バンド,2009
2019,SEKAI NO OWARI,音楽,男女混合バンド,2019
2019,Sexy Zone,J-POP,男性グループ,2011
2019,SixTONES,音楽エンターテインメント,男性グループ,2019
2019,SixTONES vs Snow Man,不明,不明,
2019,Snow Man,音楽エンターテインメント,男性グループ,2019
2019,Superfly,J-POP[1]ロック[2],不明,2003
2019,THE RAMPAGE,J-POP、hip hop,不明,
2019,THE RAMPAGE from EXILE TRIBE,J-POP,グループ,2014
2019,THE YELLOW MONKEY,ロック[1]ポップ・ロック[2]グラムロック[2][1][3]ハードロック[2][3]ディスコ[2]プログレッシブ・ロック[2],バンド,1988
2019,TWICE,J-POP,グループ,2007
2019,Toshl,J-POPヴィジュアル系ロックヘヴィメタルパワーメタル,バンド,1989
2019,V6,不明,不明,
2019,WANIMA,音楽,バンド,2010
2019,YOSHIKI feat. KISS <YOSHIKISS>,不明,不明,
2019,aiko,音楽,不明,2013
2019,m-flo,J-POP[1]ティーン・ポップ[1]クラブ[1]ポップラップ[1]R&B[1]ジャズ[1]ソウル[1]2ステップ[1]ドラムンベース[1],グループ,1998
2019,milet,音楽,不明,2019
2019,いきものがかり,ポップ・ロック[1][2]J-POP[3],グループ,1999
2019,おしりたんてい,ナゾときアドベンチャー,不明,
2019,きゃりーぱみゅぱみゅ,J-POP[3][4]エレクトロ・ポップ[5]バブルガム・ポップ[6]ダブステップ[7],女性ソロ,2009
2019,ゆず,不明,不明,
2019,コブクロ,音楽,不明,2014
2019,ゴスペラーズ,音楽,グループ,2012
2019,ゴールデンボンバー,ロック/バンド,バンド,
2019,ジェジュン,K-POPJ-POP,男性ソロ,2003
2019,ジャニーズJr.,J-POP,不明,
2019,ジャニーズWEST,音楽エンターテインメント,男性グループ,2022
2019,スキマスイッチ,音楽,不明,2019
2019,ダイアモンド☆ユカイ,ロック,不明,1985
2019,ビートたけし,不明,不明,
2019,一青窈,J-POP,女性ソロ,2002
2019,三代目 J SOUL BROTHERS,J-POP[1]EDM[2],グループ,2010
2019,三代目 J SOUL BROTHERS from EXILE TRIBE,J-POP[1]EDM[2],グループ,2010
2019,三山ひろし,演歌,不明,2009
2019,三浦大知,音楽ゲーム実況,不明,2012
2019,三浦祐太朗,J-POPロック,バンド,2008
2019,丘みどり,演歌,不明,2002
2019,中元みずき,J-POP,不明,2019
2019,中村倫也&木下晴香,不明,不明,
2019,乃木坂46,J-POP,女性グループ,2011
2019,五木ひろし,演歌歌謡曲,不明,1964
2019,倉木麻衣,J-POP,女性ソロ,1999
2019,倖田來未,J-POP[2]R&B[3]ロック[3]ダンス[3],女性ソロ,2000
2019,和楽器バンド,音楽,バンド,2019
2019,坂本冬美,演歌・歌謡曲・J-POP,不明,1987
2019,天童よしみ,演歌・歌謡曲アニメソング,不明,1970
2019,宮本浩次,不明,不明,
2019,小沢健二,J-POP[2]ポップス[3]ジャズ[3]ソウル[3]R&B[3]アンビエント[3]渋谷系[2],不明,1989
2019,山下智久,テレビドラマ・映画,男性グループ,1996
2019,山内惠介,演歌,不明,2001
2019,山崎育三郎,ミュージカル・舞台・テレビドラマ,不明,2007
2019,島津亜矢,演歌、J-POPなど,不明,1986
2019,嵐,不明,不明,
2019,平井堅,音楽,不明,2014
2019,平井大,J-POPサーフ・ミュージック,不明,2008
2019,平手友梨奈（欅坂46）,不明,不明,
2019,日向坂46,J-POP,女性グループ,2015
2019,星野源,音楽,バンド,2015
2019,木村カエラ,J-POP[4]ポップ・パンク[5]ポップ・ロック[5],不明,2004
2019,東京スカパラダイスオーケストラ,音楽,バンド,2009
2019,松任谷由実,音楽,不明,2012
2019,松田聖子,歌謡曲[2]ポップ[3]J-POP[3]ジャズ[3],不明,1979
2019,森山直太朗,J-POPフォークソングフォークロック,男性ソロ,2001
2019,椎名林檎,音楽,バンド,2013
2019,槇原敬之,音楽,男性ソロ,2011
2019,欅坂46,J-POP,女性グループ,2015
2019,水森かおり,演歌,不明,1995
2019,氷川きよし,演歌[7][8]J-POP[7][8]ロック[8],不明,2000
2019,石丸幹二,舞台・テレビドラマ・映画,不明,1990
2019,石川さゆり,演歌・歌謡曲・J-POP,不明,1973
2019,福山雅治,音楽ラジオ,不明,2014
2019,秦基博,音楽,男性ソロ,2018
2019,竹内まりや,ニューミュージック[3]シティ・ポップ[4],不明,1978
2019,純烈,ムード歌謡[1],グループ,2007
2019,花*花,J-POPポップ,不明,1995
2019,荻野目洋子,J-POP,不明,1979
2019,菅田将暉,テレビドラマ・映画・舞台・CM,不明,2009
2019,郷ひろみ,ポップス[2]R&B[3]ソウル[3]ディスコ[3]ラテン[3],男性ソロ,1971
2019,関ジャニ∞,ロック[1]ポップ・ロック[2]J-POP[2]演歌[2],男性グループ,2002
2019,麻倉未稀,ポップスロックシティ・ポップ[3],不明,1981
2020,A.B.C-Z,音楽エンターテインメント,男性グループ,2024
2020,AI,不明,不明,
2020,AKB48,J-POP,女性グループ,2005
2020,BABYMETAL,音楽,グループ,2012
2020,BTS,不明,不明,
2020,BoA,K-POP[1]J-POP[1]ダンス・ポップ[1]R&B[1],不明,2000
2020,CHEMISTRY,J-POP[1]R&B[1],不明,2001
2020,DA PUMP,J-POP[1]ダンス・ポップ[1]ヒップホップ[1],グループ,1996
2020,DISH//,音楽,バンド,2013
2020,E-girls,J-POP[1]EDM[2],グループ,2011
2020,EXILE,J-POP[1]ダンス・ポップ[1]R&B[1]ヒップホップ[2],グループ,2001
2020,Foorin,J-POP,不明,
2020,GENERATIONS,J-POP,不明,
2020,GENERATIONS from EXILE TRIBE,J-POP[1],グループ,2011
2020,GReeeeN,音楽,グループ,2014
2020,HIKAKIN & SEIKIN,エレクトロニカ、J-POP,グループ,2015
2020,Hey! Say! JUMP,音楽,男性グループ,2022
2020,Hey!Say!JUMP,音楽,男性グループ,2022
2020,IZ*ONE,K-POP[1][2]J-POP[2],女性グループ,2018
2020,JUJU,音楽,不明,2012
