year,program,artist,appearances,song,tags,type,origin,associated_acts,members
2015,NHK紅白歌合戦,TOKIO,22.0,AMBITIOUS JAPAN!,"パワー・ポップ, [, 1, ], ロック, [, 2, ]",Group,日本,,
2015,NHK紅白歌合戦,V6,2.0,ザッツ!V6メドレー[※ 16],"J-POP, バンド, ロック",Group,,,
2015,NHK紅白歌合戦,X JAPAN,6.0,紅白スペシャルメドレー 〜We are X !〜[※ 18],音楽,Group,日本,津田直士,"YOSHIKI, （, ドラムス, ・, ピアノ, ・, コンポーザー, ）, Toshl, （, ボーカル, ）, PATA, （, ギター, ）, HEATH, （, ベース, ）, SUGIZO, （ギター・, ヴァイオリン, ）"
2015,NHK紅白歌合戦,miwa,3.0,fighting-φ-girls,音楽,femaleソロ,Hayama,"NAOKI-T, Quatre-M",
2015,NHK紅白歌合戦,μ's,1.0,それは僕たちの奇跡,"J-POP, アニメソング, ゲームソング",女性グループ,日本,"畑亜貴, （作詞）","新田恵海, （高坂穂乃果 役）, 南條愛乃, （絢瀬絵里 役）, 内田彩, （南ことり 役）, 三森すずこ, （園田海未 役）, 飯田里穂, （星空凛 役）, Pile, （西木野真姫 役）, 楠田亜衣奈, （東條希 役）, 久保ユリカ, （小泉花陽 役）, 徳井青空, （矢澤にこ 役）, [, 1, ]"
2015,NHK紅白歌合戦,いきものがかり,8.0,ありがとう,"ポップ・ロック, [, 1, ], [, 2, ], J-POP, [, 3, ]",Group,日本,"本間昭光, 亀田誠治, 島田昌典, 江口亮","吉岡聖恵, （, ボーカル, ）, 水野良樹, （, ギター, ・, ピアノ, ）"
2015,NHK紅白歌合戦,ゆず,6.0,かける,"J-POP, アニメ, ロック",Group,Yokohama,,
2015,NHK紅白歌合戦,ゲスの極み乙女。,1.0,私以外私じゃないの,"J-POP, [, 1, ], ポップ・ロック, [, 2, ], プログレッシブ・ロック, [, 3, ], [, 2, ], ヒップホップ, [, 3, ], [, 2, ], ジャズ, [, 4, ], ファンク, [, 4, ]",Group,日本,,"川谷絵音, （, ボーカル, ・, ギター, ）, 休日課長, （, ベース, ）, ちゃんMARI, （, キーボード, ）, ほな・いこか, （, ドラムス, ）"
2015,NHK紅白歌合戦,ゴールデンボンバー,4.0,女々しくて,"J-POP, ロック",Group,,tatsuo（everset）,
2015,NHK紅白歌合戦,レベッカ,1.0,フレンズ,"エレクトロニック, ロック",maleソロ,Kōchi,,
2015,NHK紅白歌合戦,三代目 J Soul Brothers,4.0,Summer Madness,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI"
2015,NHK紅白歌合戦,三山ひろし,1.0,お岩木山,演歌,ソロ,日本,,
2015,NHK紅白歌合戦,乃木坂46,1.0,君の名は希望,J-POP,Group,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照"
2015,NHK紅白歌合戦,五木ひろし,45.0,千曲川,"演歌, 歌謡曲",ソロ,日本,,
2015,NHK紅白歌合戦,今井美樹,2.0,PIECE OF MY WISH,"ニューミュージック, J-POP, AOR",ソロ,日本,布袋寅泰,
2015,NHK紅白歌合戦,伍代夏子,22.0,東京五輪音頭,演歌,ソロ,日本,,
2015,NHK紅白歌合戦,和田アキ子,39.0,笑って許して,"R&B, 、, ソウル, 、, 歌謡曲, 、, ジャズ, 、, J-POP",ソロ,日本,,
2015,NHK紅白歌合戦,坂本冬美,27.0,祝い酒,"演歌, ・, 歌謡曲, ・, J-POP",femaleソロ,日本,,
2015,NHK紅白歌合戦,大原櫻子,1.0,瞳,エンターテインメント,ソロ,,"亀田誠治, 小名川高弘",
2015,NHK紅白歌合戦,天童よしみ,20.0,人生一路[※ 6],"演歌, ・, 歌謡曲, アニメソング",ソロ,日本,,
2015,NHK紅白歌合戦,小林幸子,34.0,千本桜,"演歌, 歌謡曲",ソロ,日本,,
2015,NHK紅白歌合戦,山内惠介,1.0,スポットライト,演歌,ソロ,日本,,
2015,NHK紅白歌合戦,島津亜矢,2.0,帰らんちゃよか,"演歌, 、, J-POP, など",ソロ,日本,,
2015,NHK紅白歌合戦,嵐,7.0,New Year's Eve Medley 2015[※ 12],"J-POP, ダンス, バンド",Group,Honolulu,,
2015,NHK紅白歌合戦,德永英明,10.0,時代,"J-POP, [, 1, ], ジャズ, [, 1, ], ポップ・ロック, [, 1, ], アダルト・コンテンポラリー, [, 1, ]",maleソロ,Yanagawa,,
2015,NHK紅白歌合戦,星野源,1.0,SUN,音楽,ソロ,日本,"SAKEROCK, （2000年 - 2015年）, 河村""カースケ""智康, ハマ・オカモト, 長岡亮介, ほか",
2015,NHK紅白歌合戦,松田聖子,19.0,赤いスイートピー,"歌謡曲, [, 2, ], ポップ, [, 3, ], J-POP, [, 3, ], ジャズ, [, 3, ]",ソロ,日本,"若松宗雄, （1980年 - 1989年、2000年 - 2003年）, 大村雅朗, （1980年 - 1989年）, [, 4, ], 松本隆, （1981年 - 1988年、1999年、2015年）, 小倉良, （1992年 - 1998年、2000年、2002年、2005年 - 2015年）, 原田真二, （2000年 - 2004年）",
2015,NHK紅白歌合戦,森進一,48.0,おふくろさん,"演歌, 歌謡曲, J-POP",ソロ,日本,,
2015,NHK紅白歌合戦,椎名林檎,3.0,長く短い祭 〜ここは地獄か天国か篇〜[※ 11],音楽,femaleソロ,日本,"東京事変, 亀田誠治, 斎藤ネコ, 井上雨迩, 中山信彦, 村田陽一, 児玉裕一",
2015,NHK紅白歌合戦,水森かおり,13.0,大和路の恋,演歌,ソロ,東京都,,
2015,NHK紅白歌合戦,氷川きよし,16.0,男花,"演歌, [, 7, ], [, 8, ], J-POP, [, 7, ], [, 8, ], ロック, [, 8, ]",ソロ,日本,,
2015,NHK紅白歌合戦,石川さゆり,38.0,津軽海峡・冬景色,"演歌, ・, 歌謡曲, ・, J-POP",ソロ,日本,,
2015,NHK紅白歌合戦,福山雅治,8.0,デビュー25周年スペシャルメドレー[※ 7][※ 8][※ 9],"音楽, ラジオ",maleソロ,Nagasaki,"井上鑑, KOH, +",
2015,NHK紅白歌合戦,細川たかし,39.0,心のこり,"民謡, ・, 演歌, ・, 歌謡曲",ソロ,日本,三橋美智也,
2015,NHK紅白歌合戦,美輪明宏,4.0,ヨイトマケの唄,シャンソン,maleソロ,日本,,
2015,NHK紅白歌合戦,藤あや子,21.0,曼珠沙華,演歌,ソロ,日本,,
2015,NHK紅白歌合戦,西野カナ,6.0,トリセツ,音楽,femaleソロ,日本,"GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",
2015,NHK紅白歌合戦,近藤真彦,10.0,ギンギラギンにさりげなく,,ソロ,日本,,
2015,NHK紅白歌合戦,郷ひろみ,28.0,2億4千万の瞳-エキゾチック・ジャパン-,"ポップス, [, 2, ], R&B, [, 3, ], ソウル, [, 3, ], ディスコ, [, 3, ], ラテン, [, 3, ]",ソロ,日本,"酒井政利, 筒美京平, 萩田光雄, 井上鑑, 坂本龍一, 大村雅朗, 唐木裕史",
2015,NHK紅白歌合戦,関ジャニ∞,4.0,前向きスクリーム!,"ロック, [, 1, ], ポップ・ロック, [, 2, ], J-POP, [, 2, ], 演歌, [, 2, ]",男性グループ,日本,,"横山裕, （, ボーカル, ・, パーカッション, ・, トランペット, ・, ギター, ）, 村上信五, （ボーカル・, キーボード, ）, 丸山隆平, （ボーカル・, ベース, ）, 安田章大, （メインボーカル・ギター）, 大倉忠義, （ボーカル・, ドラムス, ）"
2015,NHK紅白歌合戦,髙橋真梨子,3.0,五番街のマリーへ2015[※ 22],"J-POP, 歌謡曲, ポップ, ジャズ",ソロ,(,"ヘンリー広瀬, ペドロ&カプリシャス",
2015,NHK紅白歌合戦,,0.0,アニメ紅白[※ 4],"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,,
2015,NHK紅白歌合戦,,0.0,ザッツ・SHOWTIME〜星に願いを〜[25][※ 10],"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,,
2015,NHK紅白歌合戦,,0.0,花は咲く,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,,
2015,ベストアーティスト,AI,,,"J-POP, R&B, シンガーソングライター, ダンス, ヒップホップ",femaleソロ,Los Angeles,,
2015,ベストアーティスト,AKB48,,,J-POP,女性グループ,日本,"秋元康, （総合プロデューサー）, AKB48グループ","メンバー, を参照"
2015,ベストアーティスト,BREAKERZ,,,"J-POP, [, 1, ], ロック, [, 1, ]",Group,日本,,"DAIGO, （, ボーカル, ）, AKIHIDE, （, ギター, ）, SHINPEI, （ギター）"
2015,ベストアーティスト,E-girls,,,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,,
2015,ベストアーティスト,EXILE,,,"J-POP, [, 1, ], ダンス・ポップ, [, 1, ], R&B, [, 1, ], ヒップホップ, [, 2, ]",Group,日本,,"EXILE HIRO, 松本利夫, EXILE ÜSA, EXILE MAKIDAI, EXILE ATSUSHI, EXILE AKIRA, EXILE TAKAHIRO, 橘ケンチ, EXILE TETSUYA, EXILE NESMITH, EXILE SHOKICHI, EXILE NAOTO, 小林直己, 白濱亜嵐, 世界, 佐藤大樹"
2015,ベストアーティスト,GENERATIONS from EXILE TRIBE,,,"J-POP, [, 1, ]",Group,日本,,"白濱亜嵐, 片寄涼太, 数原龍友, 小森隼, 佐野玲於, 中務裕太"
2015,ベストアーティスト,HKT48,,,J-POP,女性グループ,日本,"秋元康, （プロデューサー）, AKB48グループ","メンバー, を参照"
2015,ベストアーティスト,Hey! Say! JUMP,,,音楽,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太"
2015,ベストアーティスト,JUJU,,,音楽,femaleソロ,日本,,
2015,ベストアーティスト,KABA.ちゃん,,,"バラエティ, 、, 音楽",maleソロ,Kōchi,,
2015,ベストアーティスト,KANA-BOON,,,音楽,Group,日本,,"谷口鮪, （, ボーカル, ・, ギター, ）, 遠藤昌巳（, ベース, ・, コーラス, ）"
2015,ベストアーティスト,KAT-TUN,,,"J-POP, [, 1, ]",Group,日本,,
2015,ベストアーティスト,KinKi Kids,,,音楽,Group,日本,"プロデューサー, 山下達郎, 吉田拓郎, 藤島ジュリー景子, 堂島孝平, コンサートマスター, 吉田建","堂本光一, 堂本剛"
2015,ベストアーティスト,NEWS,,,"J-POP, バンド",Group,Tokyo,,
2015,ベストアーティスト,NMB48,,,J-POP,女性グループ,日本,"秋元康, （プロデューサー）, 剱持嘉一, AKB48グループ","メンバー, を参照"
2015,ベストアーティスト,Perfume,,,音楽,Group,日本,"中田ヤスタカ, MIKIKO","樫野有香, （かしゆか）, 西脇綾香, （あ〜ちゃん）, 大本彩乃, （のっち）"
2015,ベストアーティスト,SEKAI NO OWARI,,,音楽,Group,日本,"CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin, （, ギター, ）, Fukase, （, ボーカル, ）, Saori, （, ピアノ, ）, DJ LOVE, （, DJ, ）"
2015,ベストアーティスト,Superfly,,,"J-POP, [, 1, ], ロック, [, 2, ]",Group,日本,"蔦谷好位置, 多保孝一, 松岡モトキ","越智志帆, （, ボーカル, ）"
2015,ベストアーティスト,TOKIO,,,"パワー・ポップ, [, 1, ], ロック, [, 2, ]",Group,日本,,
2015,ベストアーティスト,V6,,,"J-POP, バンド, ロック",Group,,,
2015,ベストアーティスト,aiko,,,音楽,femaleソロ,日本,"島田昌典, OSTER project, トオミヨウ",
2015,ベストアーティスト,いきものがかり,,,"ポップ・ロック, [, 1, ], [, 2, ], J-POP, [, 3, ]",Group,日本,"本間昭光, 亀田誠治, 島田昌典, 江口亮","吉岡聖恵, （, ボーカル, ）, 水野良樹, （, ギター, ・, ピアノ, ）"
2015,ベストアーティスト,きゃりーぱみゅぱみゅ,,,"J-POP, [, 3, ], [, 4, ], エレクトロ・ポップ, [, 5, ], バブルガム・ポップ, [, 6, ], ダブステップ, [, 7, ]",ソロ,日本,"中田ヤスタカ, 増田セバスチャン, MAIKO",
2015,ベストアーティスト,クリス松村,,,"エレクトロニック, ロック",maleソロ,オランダ,,
2015,ベストアーティスト,ゲスの極み乙女。,,,"J-POP, [, 1, ], ポップ・ロック, [, 2, ], プログレッシブ・ロック, [, 3, ], [, 2, ], ヒップホップ, [, 3, ], [, 2, ], ジャズ, [, 4, ], ファンク, [, 4, ]",Group,日本,,"川谷絵音, （, ボーカル, ・, ギター, ）, 休日課長, （, ベース, ）, ちゃんMARI, （, キーボード, ）, ほな・いこか, （, ドラムス, ）"
2015,ベストアーティスト,ジャニーズWEST,,,"音楽, エンターテインメント",男性グループ,日本,,"重岡大毅, 桐山照史, 中間淳太, 神山智洋, 藤井流星, 濵田崇裕, 小瀧望"
2015,ベストアーティスト,ナオト・インティライミ,,,音楽,maleソロ,,,
2015,ベストアーティスト,ポルノグラフィティ,,,音楽,Group,日本,田村充義,"岡野昭仁, （, ボーカル, ）, 新藤晴一, （, ギター, ）"
2015,ベストアーティスト,三代目 J Soul Brothers from EXILE TRIBE,,,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI"
2015,ベストアーティスト,乃木坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照"
2015,ベストアーティスト,山本彩,,,音楽,femaleソロ,日本,"亀田誠治, 小名川高弘, 剱持嘉一",
2015,ベストアーティスト,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,,
2015,ベストアーティスト,平井堅,,,音楽,maleソロ,日本,,
2015,ベストアーティスト,星野源,,,音楽,ソロ,日本,"SAKEROCK, （2000年 - 2015年）, 河村""カースケ""智康, ハマ・オカモト, 長岡亮介, ほか",
2015,ベストアーティスト,槇原敬之,,,音楽,maleソロ,日本,,
2015,ベストアーティスト,氣志團,,,音楽,Group,日本,阿部義晴,"綾小路翔, （, ボーカル, ・, MC, ・, ギター, ）, 早乙女光（, ダンサー, ・スクリーム）, 西園寺瞳（ギター）, 星グランマニエ（ギター）, 白鳥松竹梅（, ベース, ）, 白鳥雪之丞（, ドラムス, ）"
2015,ベストアーティスト,浜田ばみゅばみゅ,,,,maleソロ,大阪府,,
2015,ベストアーティスト,秦基博,,,音楽,maleソロ,日本,"上田禎, 亀田誠治, 島田昌典, 福耳",
2015,ベストアーティスト,西内まりや,,,ファッション,femaleソロ,日本,,
2015,ベストアーティスト,西野カナ,,,音楽,femaleソロ,日本,"GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",
2015,ベストアーティスト,関ジャニ∞,,,"ロック, [, 1, ], ポップ・ロック, [, 2, ], J-POP, [, 2, ], 演歌, [, 2, ]",男性グループ,日本,,"横山裕, （, ボーカル, ・, パーカッション, ・, トランペット, ・, ギター, ）, 村上信五, （ボーカル・, キーボード, ）, 丸山隆平, （ボーカル・, ベース, ）, 安田章大, （メインボーカル・ギター）, 大倉忠義, （ボーカル・, ドラムス, ）"
2015,ミュージックステーションスーパーライブ,AI,,,"J-POP, R&B, シンガーソングライター, ダンス, ヒップホップ",femaleソロ,Los Angeles,,
2015,ミュージックステーションスーパーライブ,AKB48,,,J-POP,女性グループ,日本,"秋元康, （総合プロデューサー）, AKB48グループ","メンバー, を参照"
2015,ミュージックステーションスーパーライブ,BABYMETAL,,,音楽,女性グループ,日本,"KOBAMETAL, （プロデュース）","SU-METAL, （, ボーカル, ・, ダンス, ）, MOAMETAL, （スクリーム・ダンス）, MOMOMETAL, （スクリーム・ダンス）"
2015,ミュージックステーションスーパーライブ,BoA,,,"K-POP, [, 1, ], J-POP, [, 1, ], ダンス・ポップ, [, 1, ], R&B, [, 1, ]",ソロ,韓国,GOT the beat,
2015,ミュージックステーションスーパーライブ,E-girls,,,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,,
2015,ミュージックステーションスーパーライブ,EXILE,,,"J-POP, [, 1, ], ダンス・ポップ, [, 1, ], R&B, [, 1, ], ヒップホップ, [, 2, ]",Group,日本,,"EXILE HIRO, 松本利夫, EXILE ÜSA, EXILE MAKIDAI, EXILE ATSUSHI, EXILE AKIRA, EXILE TAKAHIRO, 橘ケンチ, EXILE TETSUYA, EXILE NESMITH, EXILE SHOKICHI, EXILE NAOTO, 小林直己, 白濱亜嵐, 世界, 佐藤大樹"
2015,ミュージックステーションスーパーライブ,GENERATIONS,,,J-POP,maleソロ,Kōchi,,
2015,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,音楽,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太"
2015,ミュージックステーションスーパーライブ,JUJU,,,音楽,femaleソロ,日本,,
2015,ミュージックステーションスーパーライブ,KAT-TUN,,,"J-POP, [, 1, ]",Group,日本,,
2015,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,音楽,男性グループ,日本,,"千賀健永, 宮田俊哉, 横尾渉, 藤ヶ谷太輔, 玉森裕太, 二階堂高嗣"
2015,ミュージックステーションスーパーライブ,L'Arc〜en〜Ciel,,,音楽,Group,日本,"岡野ハジメ, （, 共同プロデューサー, 、1996年 - ）","hyde, （, ボーカル, ）, ken, （, ギター, ）, tetsuya, （, ベース, ）, yukihiro, （, ドラムス, ）"
2015,ミュージックステーションスーパーライブ,Mr.Children,,,音楽,Group,日本,"小林武史, （1992年 - 2014年)","桜井和寿, （, ボーカル, ・, ギター, ）, 田原健一, （ギター）, 中川敬輔, （, ベース, ）, 鈴木英哉, （, ドラムス, ）"
2015,ミュージックステーションスーパーライブ,Perfume,,,音楽,Group,日本,"中田ヤスタカ, MIKIKO","樫野有香, （かしゆか）, 西脇綾香, （あ〜ちゃん）, 大本彩乃, （のっち）"
2015,ミュージックステーションスーパーライブ,SEKAI NO OWARI,,,音楽,Group,日本,"CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin, （, ギター, ）, Fukase, （, ボーカル, ）, Saori, （, ピアノ, ）, DJ LOVE, （, DJ, ）"
2015,ミュージックステーションスーパーライブ,SMAP,,,"J-POP, [, 1, ], [, 2, ], ハウス, [, 3, ], ニュー・ジャック・スウィング, [, 3, ]",Group,日本,,
2015,ミュージックステーションスーパーライブ,Sexy Zone,,,J-POP,男性グループ,日本,,"佐藤勝利, 菊池風磨, 松島聡, 寺西拓人, 原嘉孝, 橋本将生, 猪俣周杜, 篠塚大輝"
2015,ミュージックステーションスーパーライブ,Superfly,,,"J-POP, [, 1, ], ロック, [, 2, ]",Group,日本,"蔦谷好位置, 多保孝一, 松岡モトキ","越智志帆, （, ボーカル, ）"
2015,ミュージックステーションスーパーライブ,TOKIO,,,"パワー・ポップ, [, 1, ], ロック, [, 2, ]",Group,日本,,
2015,ミュージックステーションスーパーライブ,X JAPAN,,,音楽,Group,日本,津田直士,"YOSHIKI, （, ドラムス, ・, ピアノ, ・, コンポーザー, ）, Toshl, （, ボーカル, ）, PATA, （, ギター, ）, HEATH, （, ベース, ）, SUGIZO, （ギター・, ヴァイオリン, ）"
2015,ミュージックステーションスーパーライブ,YUKI,,,"J-POP, シンガーソングライター",femaleソロ,Hakodate,agehasprings玉井健二蔦谷好位置JUDY AND MARY前田佑,
2015,ミュージックステーションスーパーライブ,aiko,,,音楽,femaleソロ,日本,"島田昌典, OSTER project, トオミヨウ",
2015,ミュージックステーションスーパーライブ,back number,,,音楽,Group,日本,,"清水依与吏, （, ボーカル, ・, ギター, ）, 小島和也, （, ベース, ・, コーラス, ）, 栗原寿, （, ドラムス, ）"
2015,ミュージックステーションスーパーライブ,miwa,,,音楽,femaleソロ,Hayama,"NAOKI-T, Quatre-M",
2015,ミュージックステーションスーパーライブ,いきものがかり,,,"ポップ・ロック, [, 1, ], [, 2, ], J-POP, [, 3, ]",Group,日本,"本間昭光, 亀田誠治, 島田昌典, 江口亮","吉岡聖恵, （, ボーカル, ）, 水野良樹, （, ギター, ・, ピアノ, ）"
2015,ミュージックステーションスーパーライブ,きゃりーぱみゅぱみゅ,,,"J-POP, [, 3, ], [, 4, ], エレクトロ・ポップ, [, 5, ], バブルガム・ポップ, [, 6, ], ダブステップ, [, 7, ]",ソロ,日本,"中田ヤスタカ, 増田セバスチャン, MAIKO",
2015,ミュージックステーションスーパーライブ,ゆず,,,"J-POP, アニメ, ロック",Group,Yokohama,,
2015,ミュージックステーションスーパーライブ,ゲスの極み乙女。,,,"J-POP, [, 1, ], ポップ・ロック, [, 2, ], プログレッシブ・ロック, [, 3, ], [, 2, ], ヒップホップ, [, 3, ], [, 2, ], ジャズ, [, 4, ], ファンク, [, 4, ]",Group,日本,,"川谷絵音, （, ボーカル, ・, ギター, ）, 休日課長, （, ベース, ）, ちゃんMARI, （, キーボード, ）, ほな・いこか, （, ドラムス, ）"
2015,ミュージックステーションスーパーライブ,コブクロ,,,音楽,Group,日本,,"黒田俊介, （, ボーカル, ）, 小渕健太郎, （ボーカル・, ギター, ）"
2015,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,"J-POP, ロック",Group,,tatsuo（everset）,
2015,ミュージックステーションスーパーライブ,ジャニーズWEST,,,"音楽, エンターテインメント",男性グループ,日本,,"重岡大毅, 桐山照史, 中間淳太, 神山智洋, 藤井流星, 濵田崇裕, 小瀧望"
2015,ミュージックステーションスーパーライブ,ナオト・インティライミ,,,音楽,maleソロ,,,
2015,ミュージックステーションスーパーライブ,ポルノグラフィティ,,,音楽,Group,日本,田村充義,"岡野昭仁, （, ボーカル, ）, 新藤晴一, （, ギター, ）"
2015,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI"
2015,ミュージックステーションスーパーライブ,乃木坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照"
2015,ミュージックステーションスーパーライブ,家入レオ,,,"ポップス, [, 2, ], ロック, [, 2, ]",femaleソロ,日本,西尾芳彦,
2015,ミュージックステーションスーパーライブ,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,,
2015,ミュージックステーションスーパーライブ,星野源,,,音楽,ソロ,日本,"SAKEROCK, （2000年 - 2015年）, 河村""カースケ""智康, ハマ・オカモト, 長岡亮介, ほか",
2015,ミュージックステーションスーパーライブ,秦基博,,,音楽,maleソロ,日本,"上田禎, 亀田誠治, 島田昌典, 福耳",
2015,ミュージックステーションスーパーライブ,稲葉浩志,,,"ロック, ハードロック, フォークロック, ブルースロック, J-POP",maleソロ,日本,"松本孝弘, （, B'z, ）",
2015,ミュージックステーションスーパーライブ,西野カナ,,,音楽,femaleソロ,日本,"GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",
2015,ミュージックステーションスーパーライブ,関ジャニ∞,,,"ロック, [, 1, ], ポップ・ロック, [, 2, ], J-POP, [, 2, ], 演歌, [, 2, ]",男性グループ,日本,,"横山裕, （, ボーカル, ・, パーカッション, ・, トランペット, ・, ギター, ）, 村上信五, （ボーカル・, キーボード, ）, 丸山隆平, （ボーカル・, ベース, ）, 安田章大, （メインボーカル・ギター）, 大倉忠義, （ボーカル・, ドラムス, ）"
2016,NHK紅白歌合戦,AAA,7.0,ハリケーン・リリ、ボストン・マリ,J-POP,Group,Japan,,
2016,NHK紅白歌合戦,AI,2.0,みんながみんな英雄,"J-POP, R&B, シンガーソングライター, ダンス, ヒップホップ",femaleソロ,Los Angeles,,
2016,NHK紅白歌合戦,AKB48,9.0,夢の紅白選抜SPメドレー[※ 12],J-POP,女性グループ,日本,"秋元康, （総合プロデューサー）, AKB48グループ","メンバー, を参照"
2016,NHK紅白歌合戦,E-girls,4.0,DANCE WITH ME NOW!,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,,
2016,NHK紅白歌合戦,KinKi Kids,1.0,硝子の少年,音楽,Group,日本,"プロデューサー, 山下達郎, 吉田拓郎, 藤島ジュリー景子, 堂島孝平, コンサートマスター, 吉田建","堂本光一, 堂本剛"
2016,NHK紅白歌合戦,PUFFY,1.0,PUFFY 20周年紅白スペシャル[※ 2],"オルタナティヴ・ロック, [, 1, ], インディー・ロック, [, 1, ], 渋谷系, [, 1, ], J-POP, [, 1, ]",女性グループ,日本,"奥田民生, アンディ・スターマー","大貫亜美, （, ボーカル, ）, 吉村由美, （ボーカル）"
2016,NHK紅白歌合戦,Perfume,9.0,FLASH,音楽,Group,日本,"中田ヤスタカ, MIKIKO","樫野有香, （かしゆか）, 西脇綾香, （あ〜ちゃん）, 大本彩乃, （のっち）"
