year,artist,genre,type,debut_year
2016,KinKi Kids,アイドル,男性グループ,
2016,Kis-My-Ft2,アイドル,男性グループ,
2016,L'Arc〜en〜Ciel,ロック/バンド,バンド,
2016,NEWS,不明,不明,
2016,NMB48,アイドル,女性グループ,
2016,PUFFY,不明,不明,
2016,Perfume,アイドル,女性グループ,1999
2016,RADIO FISH,不明,不明,
2016,RADWIMPS,ロック/バンド,バンド,
2016,SEKAI NO OWARI,ロック/バンド,バンド,
2016,SKE48,アイドル,女性グループ,
2016,Sexy Zone,アイドル,男性グループ,2011
2016,THE YELLOW MONKEY,ロック/バンド,バンド,1988
2016,TOKIO,アイドル,男性グループ,
2016,V6,不明,不明,
2016,X JAPAN,ロック/バンド,バンド,
2016,aiko,不明,不明,
2016,back number,ロック/バンド,バンド,
2016,miwa,不明,不明,
2016,,,,
2016,いきものがかり,J-POP,グループ,
2016,きゃりーぱみゅぱみゅ,不明,不明,
2016,ゆず,不明,不明,
2016,コブクロ,不明,不明,
2016,ゴールデンボンバー,ロック/バンド,バンド,
2016,ジャニーズWEST,アイドル,男性グループ,2011
2016,スキマスイッチ×奥田民生,不明,不明,
2016,スティング,不明,不明,
2016,ピコ太郎,不明,不明,
2016,ポルノグラフィティ,ロック/バンド,バンド,
2016,三代目 J Soul Brothers,J-POP,グループ,2010
2016,三代目 J Soul Brothers from EXILE TRIBE,J-POP,グループ,2010
2016,三山ひろし,不明,不明,
2016,上白石萌音,不明,不明,
2016,乃木坂46,アイドル,女性グループ,
2016,五木ひろし,不明,不明,
2016,坂本冬美,不明,不明,
2016,大竹しのぶ,不明,不明,
2016,大黒摩季,不明,不明,
2016,天童よしみ,不明,不明,
2016,宇多田ヒカル,不明,不明,
2016,家入レオ,ソロシンガー,女性ソロ,
2016,小室哲哉+HYDE,不明,不明,
2016,山内惠介,不明,不明,
2016,島津亜矢,不明,不明,
2016,嵐,不明,不明,
2016,市川由紀乃,不明,不明,
2016,平井堅,不明,不明,
2016,星野源,ロック/バンド,バンド,
2016,松下奈緒,不明,不明,
2016,松田聖子,不明,不明,
2016,桐谷健太,不明,不明,
2016,桑田佳祐,ロック/バンド,バンド,
2016,森山良子×森山直太朗,不明,不明,
2016,椎名林檎,ロック/バンド,バンド,
2016,欅坂46,アイドル,女性グループ,
2016,水森かおり,不明,不明,
2016,氷川きよし,不明,不明,
2016,渡辺直美,不明,不明,
2016,石川さゆり,不明,不明,
2016,福山雅治,不明,不明,
2016,福田こうへい,不明,不明,
2016,秦基博,ソロシンガー,男性ソロ,
2016,絢香,ソロシンガー,女性ソロ,
2016,藤原さくら,不明,不明,
2016,西内まりや,不明,不明,
2016,西野カナ,ソロシンガー,女性ソロ,
2016,郷ひろみ,ソロシンガー,男性ソロ,
2016,関ジャニ∞,アイドル,男性グループ,
2016,香西かおり,不明,不明,
2016,髙橋真梨子,不明,不明,
2016,［Alexandros］,ロック/バンド,バンド,
2017,AI × 渡辺直美,不明,不明,
2017,AI×渡辺直美,不明,不明,
2017,AKB48,アイドル,女性グループ,
2017,BTS,不明,不明,
2017,B’z,不明,不明,
2017,DAOKO,不明,不明,
2017,DEAN FUJIOKA,不明,不明,
2017,E-girls,J-POP,グループ,
2017,EXILE THE SECOND,J-POP,グループ,
2017,GENERATIONS,不明,不明,
2017,GENERATIONS from EXILE TRIBE,J-POP,グループ,
2017,HIKAKIN & SEIKIN,J-POP,グループ,
2017,Hey! Say! JUMP,アイドル,男性グループ,
2017,KinKi Kids,アイドル,男性グループ,
2017,Kis-My-Ft2,アイドル,男性グループ,
2017,LUNA SEA,ロック/バンド,バンド,1992
2017,Little Glee Monster,J-POP,グループ,
2017,MIGHTY WARRIORS,不明,不明,
2017,NEWS,不明,不明,
2017,NGT48,アイドル,女性グループ,
2017,Perfume,アイドル,女性グループ,1999
2017,RADIO FISH,不明,不明,
2017,SEKAI NO OWARI,ロック/バンド,バンド,
2017,SHISHAMO,ロック/バンド,バンド,
2017,Sexy Zone,アイドル,男性グループ,2011
2017,SixTONES,アイドル,男性グループ,
2017,Snow Man,アイドル,男性グループ,
2017,Superfly,不明,不明,
2017,TAKAHIRO,不明,不明,
2017,THE YELLOW MONKEY,ロック/バンド,バンド,1988
2017,TOKIO,アイドル,男性グループ,
2017,TWICE,J-POP,グループ,2007
2017,WANIMA,ロック/バンド,バンド,
2017,X JAPAN,ロック/バンド,バンド,
2017,aiko,不明,不明,
2017,back number,ロック/バンド,バンド,
2017,,,,
2017,きゃりーぱみゅぱみゅ,不明,不明,
2017,どうぶつビスケッツ×PPP,不明,不明,
2017,ゆず,不明,不明,
2017,エレファントカシマシ,ロック/バンド,バンド,
2017,オースティン・マホーン,不明,不明,
2017,ゲスの極み乙女。,ロック/バンド,バンド,
2017,ゴールデンボンバー,ロック/バンド,バンド,
2017,ジャニーズWEST,アイドル,男性グループ,2011
2017,スチャダラパー,J-POP,グループ,
2017,トータス松本,ロック/バンド,バンド,
2017,ブルゾンちえみ with B,不明,不明,
2017,ポルノグラフィティ,ロック/バンド,バンド,
2017,モーニング娘。'17,不明,不明,
2017,三代目 J Soul Brothers,J-POP,グループ,2010
2017,三代目 J Soul Brothers from EXILE TRIBE,J-POP,グループ,2010
2017,三山ひろし,不明,不明,
2017,三浦大知,不明,不明,
2017,丘みどり,不明,不明,
2017,中丸雄一,アイドル,男性グループ,
2017,乃木坂46,アイドル,女性グループ,
2017,亀と山P,アイドル,男性グループ,
2017,五木ひろし,不明,不明,
2017,修二と彰,アイドル,男性グループ,
2017,倉木麻衣,ソロシンガー,女性ソロ,
2017,坂本冬美,不明,不明,
2017,堺正章,不明,不明,
2017,増田恵子,不明,不明,
2017,天童よしみ,不明,不明,
2017,安室奈美恵,不明,不明,
2017,小沢健二,不明,不明,
2017,山内惠介,不明,不明,
2017,岡崎体育,ソロシンガー,男性ソロ,
2017,島津亜矢,不明,不明,
2017,嵐,不明,不明,
2017,市川由紀乃,不明,不明,
2017,平井堅,不明,不明,
2017,昆夏美 & 山崎育三郎,不明,不明,
2017,星野源,ロック/バンド,バンド,
2017,松たか子,不明,不明,
2017,松田聖子,不明,不明,
2017,桑田佳祐,ロック/バンド,バンド,
2017,梅沢富美男,不明,不明,
2017,椎名林檎,ロック/バンド,バンド,
2017,椎名林檎と松崎ナオ,不明,不明,
2017,欅坂46,アイドル,女性グループ,
2017,水森かおり,不明,不明,
2017,氷川きよし,不明,不明,
2017,石川さゆり,不明,不明,
2017,福山雅治,不明,不明,
2017,福田こうへい,不明,不明,
2017,竹原ピストル,不明,不明,
2017,荻野目洋子,不明,不明,
2017,荻野目洋子×登美丘高校ダンス部,不明,不明,
2017,西野カナ,ソロシンガー,女性ソロ,
2017,郷ひろみ,ソロシンガー,男性ソロ,
2017,関ジャニ∞,アイドル,男性グループ,
2017,高橋優,不明,不明,
2017,髙橋真梨子,不明,不明,
2018,AAA,不明,不明,
2018,AKB48,アイドル,女性グループ,
2018,Aqours,J-POP,グループ,
2018,B.B.クィーンズ,ロック/バンド,バンド,
2018,Boyz II Men,J-POP,グループ,
2018,CHEMISTRY,不明,不明,
2018,DA PUMP,J-POP,グループ,
2018,DAOKO,不明,不明,
2018,E-girls,J-POP,グループ,
2018,EXILE,J-POP,グループ,
2018,EXILE ATSUSHI,不明,不明,
2018,GENERATIONS,不明,不明,
2018,GENERATIONS from EXILE TRIBE,J-POP,グループ,
2018,HIKAKIN & SEIKIN,J-POP,グループ,
2018,Hey! Say! JUMP,アイドル,男性グループ,
2018,KAT-TUN,アイドル,男性グループ,
2018,KICK THE CAN CREW,J-POP,グループ,
2018,KinKi Kids,アイドル,男性グループ,
2018,King & Prince,アイドル,男性グループ,
2018,Kiroro,J-POP,グループ,
2018,Kis-My-Ft2,アイドル,男性グループ,
2018,Little Glee Monster,J-POP,グループ,
2018,MISIA,不明,不明,
2018,May J.,不明,不明,
2018,NEWS,不明,不明,
2018,Perfume,アイドル,女性グループ,1999
2018,SEKAI NO OWARI,ロック/バンド,バンド,
2018,Sexy Zone,アイドル,男性グループ,2011
2018,Suchmos,ロック/バンド,バンド,
2018,Superfly,不明,不明,
2018,TWICE,J-POP,グループ,2007
2018,WANIMA,ロック/バンド,バンド,
2018,YOSHIKI feat. HYDE,不明,不明,
2018,YOSHIKI feat. サラ・ブライトマン,不明,不明,
2018,aiko,不明,不明,
2018,,,,
2018,あいみょん,不明,不明,
2018,いきものがかり,J-POP,グループ,
2018,ゆず,不明,不明,
2018,キアラ・セトル,不明,不明,
2018,コブクロ,不明,不明,
2018,ゴールデンボンバー,ロック/バンド,バンド,
2018,サザンオールスターズ,ロック/バンド,バンド,
2018,ジャニーズWEST,アイドル,男性グループ,2011
2018,スガシカオ,不明,不明,
2018,スキマスイッチ,不明,不明,
2018,ポルノグラフィティ,ロック/バンド,バンド,
2018,三代目 J Soul Brothers,J-POP,グループ,2010
2018,三山ひろし,不明,不明,
2018,三浦大知,不明,不明,
2018,丘みどり,不明,不明,
2018,乃木坂46,アイドル,女性グループ,
2018,五木ひろし,不明,不明,
2018,刀剣男士,不明,不明,
2018,北島三郎,不明,不明,
2018,北島兄弟,不明,不明,
2018,和楽器バンド,ロック/バンド,バンド,
2018,坂本冬美,不明,不明,
2018,天童よしみ,不明,不明,
2018,宮本浩次,不明,不明,
2018,山内惠介,不明,不明,
2018,島津亜矢,不明,不明,
2018,嵐,不明,不明,
2018,嶋大輔,不明,不明,
2018,平井堅,不明,不明,
2018,広瀬香美,不明,不明,
2018,星野源,ロック/バンド,バンド,
2018,東京スカパラダイスオーケストラ feat.さかなクン,不明,不明,
2018,松任谷由実,不明,不明,
2018,松田聖子,不明,不明,
2018,椎名林檎,ロック/バンド,バンド,
2018,欅坂46,アイドル,女性グループ,
2018,武田真治,不明,不明,
2018,水森かおり,不明,不明,
2018,氷川きよし,不明,不明,
2018,石川さゆり,不明,不明,
2018,福山雅治,不明,不明,
2018,米津玄師,不明,不明,
2018,純烈,J-POP,グループ,
2018,菅田将暉,不明,不明,
2018,西野カナ,ソロシンガー,女性ソロ,
2018,郷ひろみ,ソロシンガー,男性ソロ,
2018,関ジャニ∞,アイドル,男性グループ,
2018,青山テルマ,ソロシンガー,女性ソロ,
2018,高橋洋子,不明,不明,
2019,A.B.C-Z,アイドル,男性グループ,
2019,AI,不明,不明,
2019,AI美空ひばり,不明,不明,
2019,AKB48,アイドル,女性グループ,
2019,BABYMETAL,J-POP,グループ,
2019,BARBEE BOYS,ロック/バンド,バンド,1984
2019,BLUE ENCOUNT,ロック/バンド,バンド,
2019,CHEMISTRY,不明,不明,
2019,DA PUMP,J-POP,グループ,
2019,DEAN FUJIOKA,不明,不明,
2019,DJ松永（Creepy Nuts）,不明,不明,
2019,E-girls,J-POP,グループ,
2019,EXILE,J-POP,グループ,
2019,Foorin,不明,不明,
2019,GENERATIONS,不明,不明,
2019,GENERATIONS from EXILE TRIBE,J-POP,グループ,
2019,HIKAKIN & SEIKIN,J-POP,グループ,
2019,Hey! Say! JUMP,アイドル,男性グループ,
2019,KAT-TUN,アイドル,男性グループ,
2019,KREVA,不明,不明,
2019,KinKi Kids,アイドル,男性グループ,
2019,King & Prince,アイドル,男性グループ,
2019,King Gnu,ロック/バンド,バンド,
2019,Kis-My-Ft2,アイドル,男性グループ,
2019,LUNA SEA,ロック/バンド,バンド,1992
2019,LiSA,不明,不明,
2019,Little Glee Monster,J-POP,グループ,
2019,MAN WITH A MISSION,ロック/バンド,バンド,
2019,MISIA,不明,不明,
2019,MIYAVI,不明,不明,
2019,Matt,不明,不明,
2019,NEWS,不明,不明,
2019,Official髭男dism,ロック/バンド,バンド,
2019,Perfume,アイドル,女性グループ,1999
2019,RADWIMPS,ロック/バンド,バンド,
2019,SEKAI NO OWARI,ロック/バンド,バンド,
2019,Sexy Zone,アイドル,男性グループ,2011
2019,SixTONES,アイドル,男性グループ,
2019,SixTONES vs Snow Man,不明,不明,
2019,Snow Man,アイドル,男性グループ,
2019,Superfly,不明,不明,
2019,THE RAMPAGE,不明,不明,
2019,THE RAMPAGE from EXILE TRIBE,J-POP,グループ,
2019,THE YELLOW MONKEY,ロック/バンド,バンド,1988
2019,TWICE,J-POP,グループ,2007
2019,Toshl,ロック/バンド,バンド,
2019,V6,不明,不明,
2019,WANIMA,ロック/バンド,バンド,
2019,YOSHIKI feat. KISS <YOSHIKISS>,不明,不明,
2019,aiko,不明,不明,
2019,m-flo,J-POP,グループ,
2019,milet,不明,不明,
2019,いきものがかり,J-POP,グループ,
2019,おしりたんてい,不明,不明,
2019,きゃりーぱみゅぱみゅ,不明,不明,
2019,ゆず,不明,不明,
2019,コブクロ,不明,不明,
2019,ゴスペラーズ,J-POP,グループ,
2019,ゴールデンボンバー,ロック/バンド,バンド,
2019,ジェジュン,ソロシンガー,男性ソロ,
2019,ジャニーズJr.,不明,不明,
2019,ジャニーズWEST,アイドル,男性グループ,2011
2019,スキマスイッチ,不明,不明,
2019,ダイアモンド☆ユカイ,不明,不明,
2019,ビートたけし,不明,不明,
2019,一青窈,不明,不明,
2019,三代目 J SOUL BROTHERS,J-POP,グループ,2010
2019,三代目 J SOUL BROTHERS from EXILE TRIBE,J-POP,グループ,2010
2019,三山ひろし,不明,不明,
2019,三浦大知,不明,不明,
2019,三浦祐太朗,ロック/バンド,バンド,
2019,丘みどり,不明,不明,
2019,中元みずき,不明,不明,
2019,中村倫也&木下晴香,不明,不明,
2019,乃木坂46,アイドル,女性グループ,
2019,五木ひろし,不明,不明,
2019,倉木麻衣,ソロシンガー,女性ソロ,
2019,倖田來未,不明,不明,
2019,和楽器バンド,ロック/バンド,バンド,
2019,坂本冬美,不明,不明,
2019,天童よしみ,不明,不明,
2019,宮本浩次,不明,不明,
2019,小沢健二,不明,不明,
2019,山下智久,アイドル,男性グループ,
2019,山内惠介,不明,不明,
2019,山崎育三郎,不明,不明,
2019,島津亜矢,不明,不明,
2019,嵐,不明,不明,
2019,平井堅,不明,不明,
2019,平井大,不明,不明,
2019,平手友梨奈（欅坂46）,不明,不明,
2019,日向坂46,アイドル,女性グループ,
2019,星野源,ロック/バンド,バンド,
2019,木村カエラ,不明,不明,
2019,東京スカパラダイスオーケストラ,ロック/バンド,バンド,
2019,松任谷由実,不明,不明,
2019,松田聖子,不明,不明,
2019,森山直太朗,ソロシンガー,男性ソロ,
2019,椎名林檎,ロック/バンド,バンド,
2019,槇原敬之,ソロシンガー,男性ソロ,
2019,欅坂46,アイドル,女性グループ,
2019,水森かおり,不明,不明,
2019,氷川きよし,不明,不明,
2019,石丸幹二,不明,不明,
2019,石川さゆり,不明,不明,
2019,福山雅治,不明,不明,
2019,秦基博,ソロシンガー,男性ソロ,
2019,竹内まりや,不明,不明,
2019,純烈,J-POP,グループ,
2019,花*花,不明,不明,
2019,荻野目洋子,不明,不明,
2019,菅田将暉,不明,不明,
2019,郷ひろみ,ソロシンガー,男性ソロ,
2019,関ジャニ∞,アイドル,男性グループ,
2019,麻倉未稀,不明,不明,
2020,A.B.C-Z,アイドル,男性グループ,
2020,AI,不明,不明,
2020,AKB48,アイドル,女性グループ,
2020,BABYMETAL,J-POP,グループ,
2020,BTS,不明,不明,
2020,BoA,不明,不明,
2020,CHEMISTRY,不明,不明,
2020,DA PUMP,J-POP,グループ,
2020,DISH//,ロック/バンド,バンド,
2020,E-girls,J-POP,グループ,
2020,EXILE,J-POP,グループ,
2020,Foorin,不明,不明,
2020,GENERATIONS,不明,不明,
2020,GENERATIONS from EXILE TRIBE,J-POP,グループ,
2020,GReeeeN,J-POP,グループ,
2020,HIKAKIN & SEIKIN,J-POP,グループ,
2020,Hey! Say! JUMP,アイドル,男性グループ,
2020,Hey!Say!JUMP,アイドル,男性グループ,
2020,IZ*ONE,アイドル,女性グループ,
2020,JUJU,不明,不明,
2020,Jr.EXILE,J-POP,グループ,
2020,KAT-TUN,アイドル,男性グループ,
2020,KinKi Kids,アイドル,男性グループ,
2020,King & Prince,アイドル,男性グループ,
2020,King Gnu,ロック/バンド,バンド,
2020,Kis-My-Ft2,アイドル,男性グループ,
2020,LiSA,不明,不明,
2020,Little Glee Monster,J-POP,グループ,
2020,MISIA,不明,不明,
2020,Mr.Children,ロック/バンド,バンド,1989
2020,NEWS,不明,不明,
2020,NiziU,J-POP,グループ,
2020,Official髭男dism,ロック/バンド,バンド,
2020,Perfume,アイドル,女性グループ,1999
2020,SEKAI NO OWARI,ロック/バンド,バンド,
2020,Sexy Zone,アイドル,男性グループ,2011
2020,SixTONES,アイドル,男性グループ,
2020,Snow Man,アイドル,男性グループ,
2020,Superfly,不明,不明,
2020,THE RAMPAGE,不明,不明,
2020,TOMORROW X TOGETHER,J-POP,グループ,
2020,Toshl,ロック/バンド,バンド,
2020,Uru,ソロシンガー,女性ソロ,
2020,V6,不明,不明,
2020,YOASOBI,不明,不明,
2020,YOSHIKI,ロック/バンド,バンド,
2020,aiko,不明,不明,
2020,milet,不明,不明,
2020,,,,
2020,あいみょん,不明,不明,
2020,いきものがかり,J-POP,グループ,
2020,さだまさし,不明,不明,
2020,ゆず,不明,不明,
2020,コブクロ,不明,不明,
2020,ゴールデンボンバー,ロック/バンド,バンド,
2020,ジェジュン,ソロシンガー,男性ソロ,
2020,ジャニーズWEST,アイドル,男性グループ,2011
2020,ナオト・インティライミ,不明,不明,
2020,ビリー・アイリッシュ,不明,不明,
2020,マカロニえんぴつ,ロック/バンド,バンド,
2020,三代目 J SOUL BROTHERS,J-POP,グループ,2010
2020,三代目 J SOUL BROTHERS from EXILE TRIBE,J-POP,グループ,2010
2020,三山ひろし,不明,不明,
2020,三浦大知,不明,不明,
2020,乃木坂46,アイドル,女性グループ,
2020,久保田利伸,不明,不明,
2020,五木ひろし,不明,不明,
2020,坂本冬美,不明,不明,
2020,天童よしみ,不明,不明,
2020,宮本浩次,不明,不明,
2020,家入レオ,ソロシンガー,女性ソロ,
2020,小沢健二,不明,不明,
2020,山内惠介,不明,不明,
2020,嵐,不明,不明,
2020,広瀬香美,不明,不明,
2020,日向坂46,アイドル,女性グループ,
2020,星野源,ロック/バンド,バンド,
2020,東京スカパラダイスオーケストラ feat.川上洋平,不明,不明,
2020,東京事変,ロック/バンド,バンド,
2020,松任谷由実,不明,不明,
2020,松田聖子,不明,不明,
2020,柴咲コウ,不明,不明,
2020,森七菜,不明,不明,
2020,櫻坂46,アイドル,女性グループ,
2020,水森かおり,不明,不明,
2020,氷川きよし,不明,不明,
2020,池田エライザ,不明,不明,
2020,清塚信也,不明,不明,
2020,玉置浩二,ロック/バンド,バンド,
2020,瑛人,不明,不明,
2020,石丸幹二,不明,不明,
2020,石川さゆり,不明,不明,
2020,福山雅治,不明,不明,
2020,純烈,J-POP,グループ,
2020,絢香,ソロシンガー,女性ソロ,
2020,郷ひろみ,ソロシンガー,男性ソロ,
2020,鈴木雅之,不明,不明,
2020,関ジャニ∞,アイドル,男性グループ,
2020,高嶋ちさ子,不明,不明,
2020,［Alexandros］,ロック/バンド,バンド,
2021,A.B.C-Z,アイドル,男性グループ,
2021,AI,不明,不明,
2021,AKB48,アイドル,女性グループ,
2021,Awesome City Club,ロック/バンド,バンド,
2021,Awesome City Club × 宮本笑里,不明,不明,
2021,BE:FIRST,不明,不明,
2021,BLOOM VASE,不明,不明,
2021,BUMP OF CHICKEN,ロック/バンド,バンド,
2021,BiSH,ロック/バンド,バンド,
2021,Creepy Nuts,J-POP,グループ,
2021,DA PUMP,J-POP,グループ,
2021,DISH//,ロック/バンド,バンド,
2021,Def Tech,不明,不明,
2021,EXILE,J-POP,グループ,
2021,EXILE×三代目 J SOUL BROTHERS,不明,不明,
2021,EXIT,不明,不明,
2021,GENERATIONS,不明,不明,
2021,GENERATIONS from EXILE TRIBE,J-POP,グループ,
2021,Hey! Say! JUMP,アイドル,男性グループ,
2021,J-FRIENDS,不明,不明,
2021,JUJU,不明,不明,
2021,Jr.EXILE（GENERATIONS、THE RAMPAGE、FANTASTICS、BALLISTIK BOYZ）,不明,不明,
2021,KAT-TUN,アイドル,男性グループ,
2021,KinKi Kids,アイドル,男性グループ,
2021,King & Prince,アイドル,男性グループ,
2021,King Gnu,ロック/バンド,バンド,
2021,Kis-My-Ft2,アイドル,男性グループ,
2021,L'Arc〜en〜Ciel,ロック/バンド,バンド,
2021,LiSA,不明,不明,
2021,Little Glee Monster,J-POP,グループ,
2021,MISIA,不明,不明,
2021,Mr.Children,ロック/バンド,バンド,1989
2021,NEWS,不明,不明,
2021,NiziU,J-POP,グループ,
2021,ORANGE RANGE,ロック/バンド,バンド,
2021,Perfume,アイドル,女性グループ,1999
2021,SEKAI NO OWARI,ロック/バンド,バンド,
2021,SMAP,アイドル,男性グループ,
2021,Sexy Zone,アイドル,男性グループ,2011
2021,SexyZone × モーニング娘。,不明,不明,
2021,SixTONES,アイドル,男性グループ,
2021,Snow Man,アイドル,男性グループ,
2021,THE RAMPAGE,不明,不明,
2021,TOKIO,アイドル,男性グループ,
2021,TOMORROW X TOGETHER,J-POP,グループ,
2021,TWICE,J-POP,グループ,2007
2021,Toshl,ロック/バンド,バンド,
2021,UVERworld,ロック/バンド,バンド,
2021,V6,不明,不明,
2021,YOASOBI,不明,不明,
2021,YOASOBI with ミドリーズ,不明,不明,
2021,aiko,不明,不明,
2021,milet,不明,不明,
2021,millennium parade × Belle,不明,不明,
2021,あいみょん,不明,不明,
2021,いきものがかり,J-POP,グループ,
2021,さだまさし,不明,不明,
2021,なにわ男子,アイドル,男性グループ,
2021,ひらめ,不明,不明,
2021,まふまふ,ソロシンガー,男性ソロ,
2021,ゆず,不明,不明,
2021,ケツメイシ,J-POP,グループ,
2021,ゴスペラーズ,J-POP,グループ,
2021,ゴスペラーズ×Little Glee Monster,不明,不明,
2021,ジェジュン,ソロシンガー,男性ソロ,
2021,ジャニーズWEST,アイドル,男性グループ,2011
2021,スガシカオ,不明,不明,
2021,ポルノグラフィティ,ロック/バンド,バンド,
2021,マカロニえんぴつ,ロック/バンド,バンド,
2021,三代目 J SOUL BROTHERS,J-POP,グループ,2010
2021,三代目 J SOUL BROTHERS from EXILE TRIBE,J-POP,グループ,2010
2021,三山ひろし,不明,不明,
2021,三浦大知,不明,不明,
2021,上白石萌音,不明,不明,
2021,中丸雄一,アイドル,男性グループ,
2021,中島美嘉,不明,不明,
2021,乃木坂46,アイドル,女性グループ,
2021,優里,ソロシンガー,男性ソロ,
2021,坂本冬美,不明,不明,
2021,大塚愛,ロック/バンド,バンド,
2021,天童よしみ,不明,不明,
2021,宮本浩次,不明,不明,
2021,小沢健二,不明,不明,
2021,山内惠介,不明,不明,
2021,山田裕貴×葵わかな,不明,不明,
2021,嵐,不明,不明,
2021,嵐 × 乃木坂46,不明,不明,
2021,川崎鷹也,不明,不明,
2021,布袋寅泰,不明,不明,
2021,平井大,不明,不明,
2021,日向坂46,アイドル,女性グループ,
2021,星野源,ロック/バンド,バンド,
2021,村方乃々佳,不明,不明,
2021,東京事変,ロック/バンド,バンド,
2021,東京都交響楽団,不明,不明,
2021,松平健,不明,不明,
2021,桑田佳祐,ロック/バンド,バンド,
2021,森高千里,ロック/バンド,バンド,
2021,櫻井翔,アイドル,男性グループ,
2021,櫻坂46,アイドル,女性グループ,
2021,水森かおり,不明,不明,
2021,氷川きよし,不明,不明,
2021,浜崎あゆみ,不明,不明,
2021,清水美依紗,不明,不明,
2021,石丸幹二×長屋晴子（緑黄色社会）,不明,不明,
2021,石川さゆり,不明,不明,
2021,福山雅治,不明,不明,
2021,純烈,J-POP,グループ,
2021,細川たかし,不明,不明,
2021,緑黄色社会,ロック/バンド,バンド,
2021,薬師丸ひろ子,不明,不明,
2021,藤井風,不明,不明,
